player_id,position,overall
199651,RM,71
204771,CM,70
204771,CDM,71
221923,CB,69
221923,LB,71
221923,RB,71
189155,LB,71
216036,CB,70
216036,LB,71
216036,LWB,71
32740,GK,72
138981,LB,71
167653,CB,71
198630,CB,71
198630,RB,71
199910,CM,70
199910,CDM,71
215015,CB,71
219879,CAM,71
219879,RM,71
236007,CM,64
236007,LM,71
162280,LM,72
162280,RM,72
162280,CAM,71
137449,CB,71
230377,CB,71
202986,CM,71
198379,CDM,71
209643,CB,71
186347,LM,73
186347,LB,71
212204,CB,71
208621,CAM,70
208621,LM,71
208621,RM,71
204526,RM,71
204526,LM,71
221422,RB,66
221422,CB,71
230383,CB,71
230384,RB,65
230384,CB,71
189680,RB,71
189680,LB,71
203505,CM,67
203505,LWB,71
203505,LM,69
203505,LB,71
20209,CB,71
167665,CDM,71
172529,LB,71
200434,RB,71
172019,RM,71
47860,CDM,68
47860,CB,71
212214,CM,68
212214,RB,63
212214,RM,71
168950,ST,73
168950,RM,71
183287,CDM,74
183287,CM,71
230392,CB,71
232441,GK,72
212474,CAM,71
204539,RM,72
204539,RB,71
230395,CB,71
177404,CM,68
177404,CDM,71
218621,RB,71
226045,LB,64
226045,LM,71
200446,ST,71
224510,ST,71
171774,CB,71
171774,CDM,71
178430,RB,71
162047,CDM,71
232191,GK,72
142592,CM,69
142592,CDM,70
230144,CDM,71
230144,CM,70
138497,CB,70
184833,CAM,69
184833,CM,70
185089,LWB,70
185089,LM,64
185089,LB,70
206594,CAM,69
206594,RM,70
206594,LM,70
214018,CDM,70
233986,RB,70
54018,CB,75
54018,CDM,70
137987,CB,70
224003,GK,71
240899,CB,70
193796,LM,68
193796,LWB,71
193796,LB,70
214021,CB,70
162053,RB,67
162053,CB,70
230405,RB,65
230405,CB,70
231685,LB,70
231685,RB,70
231942,CAM,71
231942,CM,70
210439,CAM,65
210439,ST,70
215559,LB,63
215559,CM,69
215559,CAM,70
156423,CDM,71
156423,CM,70
157703,CB,70
223751,CB,73
223751,CDM,70
189447,ST,70
229896,RB,70
166664,RB,70
166664,LB,70
208137,CM,68
208137,CDM,70
49161,LB,67
49161,CB,70
199946,CAM,69
199946,RM,70
205834,LM,70
230410,CB,70
234762,LB,70
234762,RB,70
234763,CM,70
234763,CDM,70
184587,CAM,68
184587,LM,70
184587,RM,70
213260,CM,64
213260,LM,70
213260,CAM,70
200461,RM,70
231949,ST,70
216334,CDM,67
216334,CM,70
181006,CM,70
181006,CDM,70
203024,CM,71
203024,CDM,70
209937,RB,70
229137,CDM,69
229137,CAM,69
229137,CM,70
202770,GK,71
221714,ST,70
179731,CDM,69
179731,CM,70
205334,LW,69
205334,RW,69
205334,ST,70
223510,ST,70
229654,RM,70
229654,RB,70
204823,CM,68
204823,RW,71
204823,LW,71
199960,RM,70
199960,CAM,70
199960,LM,70
211736,CAM,68
211736,ST,69
211736,RM,70
230424,CDM,70
200473,CAM,69
200473,ST,68
200473,RW,71
205081,ST,70
205849,GK,71
212249,LM,70
212249,RM,70
224538,LW,70
224538,CM,67
224538,CAM,70
180250,LM,70
180250,CM,70
215067,CB,70
156443,RB,63
156443,CB,70
45083,CB,70
134941,CDM,71
134941,CM,70
211741,RB,68
211741,CDM,70
204830,RM,70
204830,LM,70
226078,RM,70
226078,CAM,70
226078,LM,70
237086,CB,70
202271,LW,71
202271,RW,71
34079,LB,69
167967,ST,70
139296,CAM,69
139296,ST,70
208160,CAM,71
208160,LM,70
159520,GK,71
213537,CM,64
213537,CB,74
213537,CDM,70
157217,LM,72
157217,CM,70
197154,CB,70
211234,LM,68
211234,CM,65
211234,CAM,70
194082,ST,69
194082,RM,70
205347,CDM,69
205347,CM,70
206115,CDM,70
230435,CDM,70
177955,CB,68
177955,CM,67
177955,CDM,70
215332,ST,71
215332,LM,70
228644,CDM,70
199205,CM,66
199205,LM,70
230181,LB,70
213030,CDM,71
213030,CM,70
224294,CM,70
224294,CAM,70
232230,LM,67
232230,LB,70
194086,LB,70
217639,CM,70
223272,CDM,72
223272,CM,70
161832,CAM,69
161832,ST,70
240936,CDM,70
201257,CM,71
201257,CDM,70
210985,CDM,60
210985,CM,68
210985,LM,70
230441,LB,71
230441,CDM,70
236073,LB,70
188201,CDM,69
188201,CM,70
52778,CB,70
202283,LM,66
202283,ST,70
236075,LB,70
209196,RB,68
209196,CB,70
228908,CAM,69
228908,CM,69
228908,LM,70
236076,CM,63
236076,LB,70
219181,CAM,68
219181,CDM,70
219181,CM,70
224045,CAM,64
224045,ST,70
199726,CB,70
148526,GK,71
198704,CDM,67
198704,CM,70
205360,ST,70
205360,CAM,69
205360,LM,70
205360,RM,70
192816,LB,66
192816,CB,70
232241,CAM,71
232241,CM,70
186161,LW,71
186161,ST,71
186161,RM,70
186161,RW,71
198964,CAM,69
198964,LM,70
198964,RM,70
213557,CDM,71
213557,CM,70
160309,CM,69
160309,CDM,70
201526,LM,70
201526,ST,67
201526,RM,70
192310,RB,70
198455,RB,70
224567,CM,69
224567,CAM,70
170039,RB,69
170039,CB,70
181559,CB,70
181559,CDM,70
196151,CAM,71
196151,CM,70
205369,CDM,66
205369,CM,70
222265,LWB,70
222265,LM,68
222265,LB,70
237369,CM,65
237369,RW,68
237369,LW,68
237369,CAM,70
227642,ST,69
227642,RW,71
227642,LW,71
186682,CM,71
186682,CDM,70
203067,CM,68
203067,CDM,70
230459,CAM,70
179516,ST,70
49212,GK,71
209981,GK,71
210237,RM,70
225085,ST,68
225085,RW,71
225085,LW,71
168253,ST,69
168253,RM,70
202048,CDM,70
202048,RB,68
202048,CB,70
190528,CDM,70
190528,CM,70
214338,CAM,65
214338,ST,70
221250,RM,65
221250,LM,65
221250,CM,69
221250,CDM,70
193602,CB,70
156227,LM,71
156227,CAM,71
156227,LW,71
196932,ST,70
163396,ST,70
235844,CDM,68
235844,CB,70
208965,CB,70
224325,CM,70
224325,CDM,70
171077,RB,70
199750,RM,70
203590,CB,70
225863,LB,69
225863,CB,70
211784,ST,70
213064,LB,67
213064,CB,70
179528,CM,68
179528,CDM,70
182856,CAM,71
182856,RM,70
182856,LM,70
214601,CB,71
214601,RB,70
188234,CB,70
162891,CM,70
189003,RB,70
145996,CDM,70
172620,CB,70
228173,LM,70
228173,RM,70
196942,CDM,70
214350,ST,70
215374,ST,70
228942,RM,68
228942,RB,70
228942,LB,70
187982,CB,70
217167,RM,70
217167,LM,70
199761,CB,70
192337,ST,70
225106,RB,68
225106,CB,70
176210,ST,68
176210,LM,70
176210,RM,70
200275,LM,70
203859,CB,70
231507,LB,70
199508,CB,70
198230,CB,70
208470,LB,70
230486,RM,71
230486,CAM,70
203863,LM,69
203863,CM,67
203863,CAM,70
169815,ST,70
182103,CM,65
182103,CDM,70
203864,CDM,68
203864,CM,70
157528,RM,70
157528,CM,66
157528,LM,70
164954,LB,70
184154,CF,70
184154,RM,70
200539,CM,64
200539,CB,69
200539,CDM,70
230235,CM,64
230235,CDM,70
200796,RM,67
200796,RB,70
176732,CB,70
49756,CM,70
167005,CM,72
167005,CDM,70
207454,RM,70
207454,LM,70
185438,RM,70
198751,RB,70
215391,CDM,70
232543,GK,71
167519,RM,68
167519,RWB,70
167519,RB,70
192608,RM,70
192608,LB,69
192608,LM,70
121185,CB,70
199266,LM,67
199266,CAM,68
199266,ST,70
199779,CDM,67
199779,CB,70
183395,LB,70
191843,CM,62
191843,CDM,70
218981,RWB,70
218981,RB,70
229221,RB,70
183141,GK,71
191589,GK,71
218471,CM,70
218471,LM,70
224103,CM,69
224103,CDM,69
224103,RB,70
228967,RB,70
235623,CAM,67
235623,RW,70
235623,RM,70
191079,CB,70
195687,CM,65
195687,CDM,70
215144,LB,70
136553,ST,69
210281,CDM,72
210281,CM,70
183145,RB,70
220522,CF,68
220522,RM,70
220522,CAM,70
231530,RM,70
231530,ST,70
231530,LM,70
162411,ST,70
222060,CAM,71
222060,LW,71
199277,LM,68
199277,RM,68
199277,CAM,68
199277,CM,70
169069,RB,70
217710,LW,68
217710,ST,70
192110,RM,70
192110,CAM,67
192110,RW,71
198511,GK,71
185199,ST,70
194927,CM,70
194927,CDM,70
222832,CM,69
222832,LM,70
29552,CAM,70
198513,GK,71
199537,RB,70
203377,LM,70
142705,RM,70
142705,CM,70
142705,LM,70
169586,ST,70
177522,RM,70
192370,CAM,70
215155,CM,72
215155,RM,70
200820,LWB,71
200820,LB,70
214388,CAM,69
214388,RW,70
214388,RM,70
234612,LW,72
234612,RM,70
215157,CDM,70
193141,RB,70
213110,ST,70
164470,CDM,70
175990,CAM,71
175990,ST,70
175990,CF,71
230263,CAM,70
186999,CAM,70
186999,CM,70
197496,GK,71
199288,CDM,70
135032,CAM,66
135032,CDM,70
212088,LB,70
226168,CDM,66
226168,CAM,70
226168,CM,70
175736,CB,70
231545,GK,71
169593,CM,70
189561,LM,68
189561,RM,68
189561,ST,70
218746,RM,68
218746,ST,66
218746,CAM,70
219514,ST,70
230266,RB,63
230266,CAM,70
230522,CF,68
230522,CAM,70
173434,RM,70
192634,RM,70
192634,LM,70
200059,GK,71
165243,CB,70
189819,CAM,70
189819,RM,70
175996,CM,66
175996,CAM,70
192126,RM,70
192126,LM,70
196991,CM,67
196991,CDM,70
216447,CAM,68
216447,RM,70
216447,LM,70
161663,GK,71
224385,CDM,63
224385,CM,69
224385,CAM,70
224385,LM,70
163713,CF,73
163713,ST,70
230530,RB,69
230530,CDM,70
177282,CAM,70
177282,CF,72
177282,RM,70
230275,RM,69
230275,CAM,70
205188,ST,70
164484,GK,71
236164,CM,70
236164,CAM,70
176773,RM,70
176773,ST,69
176773,LM,70
187013,CB,70
189573,RM,69
189573,LM,69
189573,ST,70
199302,CAM,70
175753,RM,70
175753,LM,70
177802,CF,70
177802,CM,69
177802,ST,67
177802,CAM,70
205451,CB,70
184972,CB,73
184972,CM,68
184972,CDM,70
221582,RB,70
224142,CB,70
120718,GK,71
137359,CAM,66
137359,CB,72
137359,CM,70
214671,RM,70
214671,LM,70
150415,RB,69
150415,CB,70
236175,CAM,70
193679,CB,70
211856,RB,68
211856,CB,70
199569,ST,70
199058,CM,66
199058,CAM,70
199058,LM,70
199058,RM,70
231826,LW,71
231826,RM,71
231826,RW,71
152723,RM,64
152723,RB,70
152723,LB,70
220051,LB,70
220051,RB,70
231571,CAM,70
176019,CF,70
176019,CAM,71
176019,LM,70
188563,CB,70
230292,LW,71
230292,CF,72
230292,ST,70
192660,ST,70
194196,CB,73
194196,CDM,70
209301,LB,70
222358,LW,71
222358,CM,63
222358,CAM,70
222358,RW,71
203159,CB,70
176023,LB,70
192663,ST,70
195479,RB,70
212632,GK,71
165784,CDM,57
165784,LM,68
165784,CM,68
165784,CAM,70
199833,GK,71
203161,CB,70
233113,RM,69
233113,CAM,71
233113,CM,70
236441,LB,70
236441,RM,69
236441,RB,70
237209,CB,70
187033,CB,70
192665,GK,71
198810,CB,70
192922,GK,71
235675,RM,70
235675,LM,70
180635,CB,70
223388,RM,64
223388,LB,70
223388,RWB,70
157597,CAM,72
157597,LM,70
157597,CM,70
236189,ST,70
52126,CM,70
194718,RM,70
194718,LM,70
176031,RB,70
198817,LM,70
198817,CM,69
198817,RM,70
205985,ST,70
209569,LM,70
209569,CDM,68
209569,CM,71
209569,CAM,70
225441,CAM,70
232097,LW,70
232097,RW,70
232097,CAM,71
232097,RM,70
193185,LB,70
232610,CF,70
232610,RM,70
232610,LM,70
182178,RB,70
182178,LB,70
207523,CDM,70
232099,CAM,69
232099,CDM,71
232099,CM,70
240035,CF,71
179875,LM,65
179875,ST,70
209828,CM,66
209828,CAM,70
152741,CB,70
213414,CB,70
50598,ST,70
201895,LW,71
201895,CM,64
201895,LM,70
199848,CDM,71
199848,CM,70
203177,RWB,70
203177,RB,70
140201,CAM,68
140201,ST,70
190633,RB,70
202154,RM,69
202154,RW,71
202154,ST,70
206506,CDM,70
199339,GK,71
136363,ST,70
200108,CB,70
200108,LB,70
188844,CB,70
229037,ST,66
229037,LM,70
229038,CM,68
229038,CDM,70
230319,GK,71
201136,RWB,70
201136,RB,70
202416,CB,70
215216,RB,66
215216,CB,70
231600,RB,70
212401,RB,70
214193,LB,70
179633,CF,71
179633,LM,70
205234,ST,70
142258,GK,71
211378,CM,70
229298,CAM,69
229298,RM,70
229298,LM,70
236466,RM,70
236466,RB,70
203699,ST,70
221619,CB,70
222643,RB,63
222643,CB,70
183987,CM,64
183987,CDM,68
183987,RB,70
201908,CB,73
201908,RB,70
222644,RM,70
222644,LM,70
227508,CAM,69
227508,CDM,70
199861,RM,70
199861,LM,70
168630,RB,70
168630,LB,70
204215,LW,69
204215,LB,61
204215,LM,70
215223,GK,71
234935,LB,70
186551,RB,70
198840,LM,67
198840,LB,70
214201,LM,71
214201,CAM,70
165561,RB,70
165561,LB,70
191673,CDM,66
191673,CM,70
198843,RWB,70
198843,LWB,70
210363,LM,69
210363,CAM,70
190907,ST,68
190907,CAM,69
190907,LM,70
190907,RM,70
230332,GK,71
231868,ST,70
178108,CM,65
178108,CDM,70
202429,RB,70
221885,RB,68
221885,CDM,70
223422,CB,70
189118,CB,70
208063,CDM,68
208063,CM,70
207553,CM,71
207553,RM,70
210625,RB,70
158657,GK,71
182209,CB,70
203971,LM,70
204227,ST,70
212419,CB,70
212419,LB,70
18115,CB,70
138181,CB,70
213445,LM,68
213445,RM,68
213445,CAM,70
161733,LB,62
161733,CB,70
234949,LM,70
234949,CAM,69
234949,RM,70
139974,CDM,68
139974,CM,70
213446,RB,70
230342,LB,70
187590,ST,70
231111,CB,70
171975,ST,70
193223,CDM,70
202697,CB,70
210377,CM,65
210377,LM,69
210377,CAM,70
184777,ST,70
138698,CM,71
138698,LM,70
138698,RM,70
227530,CM,63
227530,CDM,70
200395,CB,70
203211,CDM,64
203211,CM,70
190667,CF,69
190667,LM,70
217036,LM,70
217036,LB,70
223436,CM,68
223436,CDM,70
235212,LB,70
235212,RB,70
214733,ST,65
214733,LW,71
214733,RW,71
224461,RM,70
197838,CDM,69
197838,CM,70
198350,GK,71
199118,ST,70
215502,GK,71
227790,CB,70
181455,LB,70
201936,GK,71
203216,LM,66
203216,LWB,71
203216,LB,70
138704,LB,70
138704,RB,70
205008,CAM,71
205008,LM,70
212432,GK,71
229584,RB,70
214993,CB,70
216531,ST,70
191443,RB,66
191443,CB,70
229332,ST,67
229332,RM,69
229332,CAM,70
172756,CDM,70
213718,CB,70
226518,LB,65
226518,CB,70
230358,RM,65
230358,RB,70
192982,CAM,70
217047,CM,69
217047,CDM,70
202968,LM,71
202968,LW,71
152536,LM,67
152536,CM,69
152536,CDM,70
162776,GK,71
231640,LM,70
231640,RM,70
171992,GK,71
192728,LW,71
192728,ST,72
192728,RW,71
176346,CB,70
176346,RB,70
216283,CB,68
216283,LWB,70
216283,LB,70
232411,LW,69
232411,CM,70
229084,CB,70
139229,CDM,69
139229,CB,70
145117,CAM,63
145117,CM,67
145117,CDM,70
217565,CB,70
158685,CB,70
228829,CB,70
177373,CB,70
195037,CB,70
201438,CDM,69
201438,CM,70
220638,CB,72
220638,CM,59
220638,CDM,70
223966,LM,67
223966,LB,70
190942,CB,70
230367,RM,64
230367,RB,70
208096,LM,69
208096,CM,66
208096,CAM,70
212449,ST,60
212449,CB,70
138722,LB,70
138722,RB,70
205540,LM,70
205540,RM,70
222692,CDM,68
222692,LB,70
222692,RB,70
225252,CM,64
225252,CDM,70
209381,ST,70
153061,CDM,63
153061,CAM,71
153061,CM,70
185061,CM,66
185061,CAM,70
212710,GK,71
153062,CAM,72
153062,CM,70
237799,ST,70
181479,CB,70
184807,LB,70
184807,RB,70
172520,CB,70
153066,LB,70
212715,RW,71
212715,ST,68
212715,RM,70
237291,ST,70
45548,ST,70
200429,CF,70
200429,ST,69
200429,LM,70
202989,ST,70
226797,CM,66
226797,LM,70
210926,CM,71
210926,CDM,70
216302,LB,70
225263,CB,70
163056,GK,71
198641,ST,70
206577,CDM,65
206577,CAM,70
226289,CB,68
226289,CM,70
226289,CDM,70
213490,LM,69
213490,CAM,70
179698,CB,71
179698,LB,70
198900,CB,70
214772,LB,70
226805,CB,70
232693,CB,70
212470,LM,68
212470,CAM,70
214006,CAM,70
214006,RM,70
230390,CDM,66
230390,CB,70
233974,GK,71
202487,LW,71
202487,ST,70
223223,CDM,70
223223,CAM,68
223223,RB,69
223223,CM,70
234488,CAM,70
182520,GK,71
219641,ST,70
233977,GK,71
235002,CB,70
206075,GK,71
49659,RW,69
49659,CM,65
49659,CAM,70
147196,RB,70
140029,GK,71
198654,CAM,70
198654,CDM,70
204542,LB,67
204542,LM,69
204542,CM,70
215294,ST,70
233982,LB,70
107263,RW,71
107263,LW,71
207616,CB,69
230400,CB,69
233472,RM,69
203265,LB,68
203265,CB,69
193537,CAM,69
193537,ST,69
193537,CF,70
198914,RWB,65
198914,CAM,69
198914,LM,69
160770,CM,67
160770,CDM,69
225539,ST,69
232451,CB,69
240131,LW,70
240131,RW,70
240900,CB,69
197893,CM,64
197893,CB,69
197893,CDM,69
204549,GK,70
206085,RM,69
212229,CAM,69
212229,RM,69
214533,CM,67
214533,CAM,69
176389,GK,70
112389,LM,69
201990,CB,69
201990,LB,69
140038,CM,71
140038,CDM,69
165894,ST,69
238856,CM,66
238856,CDM,69
197641,GK,70
199689,LM,69
199689,RM,69
214025,CM,65
214025,CDM,69
233993,RB,69
214026,LB,68
214026,LWB,69
214026,LM,69
162314,LM,67
162314,CM,69
228618,LB,69
233738,CM,69
188938,GK,70
222987,CM,70
222987,CDM,69
223243,CB,69
162315,LB,66
162315,CB,69
187915,ST,69
199692,RB,66
199692,CB,69
222988,CDM,69
222988,CM,69
183565,LB,69
173326,CAM,63
173326,CF,66
173326,ST,69
188430,RB,69
188430,LB,69
201999,LB,69
201999,RB,69
207887,CAM,70
207887,CDM,66
207887,CM,69
214031,CB,69
220175,CDM,69
220175,CM,69
230415,CB,69
233231,ST,69
233999,GK,70
238095,CB,69
183823,CB,69
16,CAM,69
16,CM,69
148496,GK,70
214545,CM,63
214545,CDM,69
221201,CDM,66
221201,LM,69
221201,LB,69
221969,LB,69
222993,LM,69
202002,CB,69
212754,CB,69
212754,LB,69
156434,CB,69
164626,CM,69
164626,CDM,69
195090,GK,70
214547,ST,69
183315,GK,70
204308,GK,70
215572,CB,70
215572,CDM,69
227604,ST,69
234772,LM,69
234772,RM,69
191252,LWB,69
191252,LM,68
191252,LB,69
204821,RM,69
204821,LM,69
185109,LB,69
211990,GK,70
155671,CDM,69
206104,ST,69
220184,LW,70
220184,RW,70
230169,GK,70
194329,CM,69
194329,CDM,69
232730,CAM,69
169498,ST,69
192026,CM,69
192026,CDM,69
229147,LM,68
229147,LB,69
28,GK,70
224796,CB,69
228124,CB,69
172317,CB,69
200734,GK,70
215070,CB,69
234017,CAM,69
173859,CF,68
173859,ST,69
190499,CM,63
190499,CAM,69
209444,CB,69
209957,GK,70
169509,CB,69
234278,CB,69
208679,GK,70
163625,CM,69
163625,CDM,69
232489,CM,61
232489,RM,69
138026,GK,70
215082,ST,68
215082,RM,69
230443,RM,64
230443,CM,67
230443,CDM,69
230188,LM,65
230188,LB,69
189996,CAM,67
189996,ST,69
226093,CAM,68
226093,LM,68
226093,ST,69
192045,RM,70
192045,RB,69
194349,ST,69
217646,GK,70
230190,LB,69
173614,CB,69
110638,GK,70
121134,GK,70
204847,RB,69
218415,CB,70
218415,LB,69
222511,GK,70
203568,RWB,60
203568,RM,71
203568,RW,70
152880,LB,68
152880,CDM,69
152880,CM,69
219184,CB,69
212785,ST,69
234033,CM,68
234033,LM,69
234033,CAM,69
177969,CB,69
221747,LM,69
229683,ST,69
230195,CB,74
230195,RB,69
193331,GK,70
196916,CDM,69
196916,CM,69
139572,RM,69
208437,RM,69
217653,CM,66
217653,CDM,69
230965,CM,65
230965,CDM,69
187701,RB,69
222262,ST,69
225591,LM,69
225591,RM,69
197688,LWB,70
197688,LM,69
197688,LB,69
165176,ST,69
165176,LM,69
216377,ST,69
204346,RM,69
204346,LM,69
206650,CDM,69
202811,GK,70
204347,CB,69
214331,ST,69
239675,RM,68
239675,RB,69
208700,LM,69
208700,RM,69
208700,ST,69
210236,CB,69
202557,ST,69
135743,ST,69
211263,CB,69
192319,LM,67
192319,LWB,69
192319,LB,69
230464,CAM,69
232512,RM,69
232512,LM,69
192320,CDM,67
192320,CM,69
197441,LB,69
223297,CDM,69
170305,CDM,72
170305,CM,69
183361,CB,69
190529,CAM,69
138306,ST,69
228674,RB,69
228674,LWB,69
228674,LB,69
212803,ST,66
212803,CAM,69
213316,CB,69
225604,CF,67
225604,LM,69
212037,LM,69
212037,CAM,66
212037,RM,69
213573,GK,70
214085,LB,69
232517,LM,69
232517,RM,69
222022,RM,68
222022,RB,69
13127,CAM,71
13127,CM,69
214343,CDM,69
222535,LB,69
222535,RB,69
209736,RM,71
209736,ST,69
230472,LM,68
230472,CAM,69
205641,LM,69
205641,RM,69
205386,GK,70
230474,CM,63
230474,CAM,69
157515,LB,69
225100,LB,68
225100,RB,68
225100,CB,69
226636,CAM,68
226636,LM,69
232524,RB,69
170828,RW,70
170828,LW,70
215117,CDM,69
215373,RM,68
215373,CM,65
215373,CAM,69
142670,CM,69
142670,CDM,69
229966,CAM,68
229966,LM,69
229966,RM,69
190542,CAM,69
190542,LM,69
190542,RM,69
202064,CAM,69
202064,LB,69
203344,ST,69
203344,CAM,69
217168,RB,69
230480,RM,65
230480,CAM,69
240976,LWB,69
240976,LB,69
183632,CDM,69
183632,CM,69
214097,CDM,68
214097,CM,69
236113,RB,69
138066,LM,67
138066,RM,67
138066,CM,68
138066,CAM,69
207954,CDM,65
207954,CB,69
227667,ST,67
227667,RM,69
215380,CB,69
223573,GK,70
139862,CDM,69
212054,RM,63
212054,LM,63
212054,LWB,69
221271,LB,69
190807,LW,67
190807,ST,69
178264,ST,69
223065,RB,69
230489,ST,66
230489,CAM,69
214106,CB,70
214106,CDM,69
191834,ST,69
168283,CB,69
190555,LM,64
190555,LWB,70
190555,LB,69
165724,CAM,66
165724,CM,70
165724,CDM,69
236893,ST,69
199262,CM,69
214366,CM,69
214366,CDM,69
236382,LM,67
236382,LB,69
203871,RM,69
203871,LM,69
203871,ST,69
207711,LM,68
207711,RM,68
207711,ST,69
233055,RB,69
233055,CB,69
138336,ST,69
138336,CAM,69
229984,LB,69
183392,ST,69
138081,CB,69
230241,CB,66
230241,RB,68
230241,CDM,69
233825,ST,69
191842,RM,69
191842,RB,69
230243,CM,69
230243,CDM,69
179811,RB,69
193891,CAM,65
193891,LW,65
193891,ST,69
228708,CB,69
176996,RM,71
176996,RW,70
194916,GK,70
205157,CAM,68
205157,CM,69
205157,CDM,69
205669,LB,69
205158,RM,69
205158,ST,69
214118,LB,69
202599,CF,73
202599,CAM,75
202599,ST,69
223335,LB,69
229991,CM,65
229991,CAM,69
193895,CAM,68
193895,RM,69
193895,LM,69
205929,RB,55
205929,RM,69
205929,LM,69
207465,CDM,68
207465,CM,69
209001,ST,69
192617,LB,69
200298,CB,71
200298,RB,69
205674,LM,70
205674,ST,68
205674,RM,70
205674,CAM,69
215147,CB,69
219755,CDM,67
219755,CM,69
227179,CB,69
210028,CB,70
210028,CM,65
210028,CDM,69
239212,CAM,71
239212,ST,69
193900,RB,69
213613,ST,66
213613,CAM,69
194925,ST,69
230510,ST,69
190575,CM,69
192367,CB,69
210544,ST,63
210544,CAM,68
210544,CM,65
210544,LM,69
231280,RWB,59
231280,CAM,67
231280,RM,69
231280,LM,69
177520,CB,66
177520,CDM,69
197233,GK,70
201841,CB,69
203889,ST,69
211057,CAM,69
211057,LM,69
211057,RM,69
177521,CDM,69
186993,RM,70
186993,CM,69
211826,LB,65
211826,CB,69
227186,GK,70
233075,CDM,69
169843,CB,69
131444,CM,69
189300,RB,69
200309,RB,69
190581,LM,69
190581,CAM,69
223862,LM,68
223862,CDM,66
223862,CM,69
165494,ST,69
169078,RM,69
169078,CM,66
169078,CAM,69
189558,CDM,68
189558,CB,69
230520,CF,67
230520,ST,69
218745,CM,69
157305,CB,69
177273,RB,66
177273,CB,69
178297,LB,69
210042,RB,64
210042,ST,70
210042,CAM,69
223610,LW,70
223610,CAM,69
223610,RW,70
223610,RM,69
188538,CB,69
192890,CM,69
201083,LM,69
207739,ST,69
214907,CAM,69
232571,CB,69
181371,CDM,69
181371,CM,69
193147,RM,65
193147,CM,69
145020,CM,70
145020,CDM,69
227964,LM,69
227964,RM,69
213117,LW,70
213117,ST,67
213117,RW,70
215165,RM,71
215165,RW,70
220029,RM,68
220029,CAM,69
200574,CB,69
210814,CB,69
210303,CDM,69
142720,RB,69
211840,CDM,69
198017,LM,69
198017,RM,69
209281,LM,70
209281,RM,70
209281,CAM,69
219521,GK,70
161921,GK,70
188033,GK,70
188289,ST,69
205186,GK,70
205954,CM,67
205954,CDM,69
214146,RB,69
135043,GK,70
230531,CDM,69
223876,RM,69
223876,LM,69
229764,LW,70
220805,RM,69
220805,LM,69
214918,LW,68
214918,LM,69
236679,LM,69
236679,RM,69
191111,RB,69
187528,RWB,70
187528,RM,69
187528,RB,69
199305,CDM,59
199305,CB,69
207753,CB,69
209289,LM,62
209289,LB,69
223881,GK,70
199562,CDM,71
199562,CM,69
230794,RW,69
230794,LM,68
230794,RM,68
230794,CAM,69
233866,ST,69
234122,CM,67
234122,CDM,69
192906,ST,69
205963,ST,69
155532,GK,70
236172,CAM,69
174732,CM,67
174732,CDM,69
193421,CM,67
193421,CDM,53
193421,CAM,70
193421,LM,69
240526,LM,69
240526,RM,69
208015,RB,69
208015,CM,62
208015,CDM,69
224143,LM,69
224143,ST,67
224143,RM,69
186511,GK,70
213136,LB,68
213136,CB,69
165520,CAM,69
232080,RW,70
116368,ST,69
213905,RW,65
213905,ST,69
183955,CAM,68
183955,CF,69
183955,ST,69
193427,CAM,68
193427,LM,69
140180,CM,69
140180,CDM,69
220052,CB,69
140181,GK,70
205973,CB,69
144021,RB,69
179605,CAM,71
179605,RM,69
179605,LM,69
162198,LM,65
162198,ST,69
227990,CM,68
227990,LM,69
227990,CAM,71
227990,RM,69
237207,RM,69
199832,CB,69
209304,RW,70
209304,RM,69
212120,CDM,66
212120,CB,69
194200,CB,69
200601,CM,72
200601,CDM,69
207769,ST,69
188313,LM,69
188313,RB,49
188313,RM,69
190361,GK,70
200346,ST,69
200346,LM,69
200346,RM,69
236186,ST,69
148635,LB,69
148635,RB,69
219803,RB,69
236699,CM,70
236699,CDM,69
199580,CB,69
205212,RM,69
205212,LM,69
204701,RM,69
204701,RW,71
204701,LM,69
206493,CB,69
215965,ST,69
229533,RB,69
201374,RB,69
212126,ST,66
212126,LW,68
212126,CAM,69
198560,CB,69
211872,LB,69
214944,CB,65
214944,CDM,69
214944,CM,69
204449,RB,69
204450,CAM,67
204450,CDM,70
204450,CM,69
213666,CM,70
213666,CAM,69
215970,LW,67
215970,LB,68
215970,LWB,69
198819,LM,69
198819,ST,69
140451,RM,69
140451,LM,69
170915,CM,69
170915,CDM,69
189603,ST,67
189603,LM,69
202148,CDM,68
202148,CAM,70
202148,CM,69
161700,RB,69
51620,CB,69
216229,LM,69
216229,CAM,69
216229,RM,69
192165,LW,70
204966,GK,70
232870,CB,69
194726,LB,69
213159,LB,69
213159,RB,69
234151,RM,62
234151,RB,69
235943,LB,69
235943,RWB,69
235943,RB,69
211880,CDM,69
211881,CM,66
211881,CDM,69
187818,CM,67
187818,CDM,69
188586,CM,69
188586,CDM,69
207531,LB,64
207531,CB,69
232619,CM,68
232619,CF,69
232619,CAM,69
240043,GK,70
216492,CB,69
224428,LM,66
224428,ST,69
219566,ST,69
214191,CB,69
214447,CM,66
214447,CAM,69
232623,CM,70
232623,CDM,69
168879,ST,62
168879,CM,66
168879,LM,66
168879,CAM,69
